GVKEY,DATADATE,FYEAR,CIK,MD_A,PROFORMA
025536,30SEP2004,2004,0000887733,3,N
025536,30SEP2006,2006,0000887733,3,I
025579,30SEP2005,2005,0000887568,2,C
025623,30APR2010,2009,0000887497,2,N
025627,31DEC1998,1998,0000888228,3,C
025627,31DEC2001,2001,0000888228,3,C
025627,31DEC2012,2012,0000888228,4,I
025647,31DEC1998,1998,0000887941,3,I
025694,30JUN2004,2004,0000888914,3,C
025699,31DEC1996,1996,0000725151,3,C
025711,30JUN2005,2005,0000862668,2,C
025711,30JUN2009,2009,0000862668,3,N
025747,31DEC2004,2004,0000889331,3,C
025748,31DEC1999,1999,0000889237,2,C
025749,31DEC2007,2007,0000890564,3,N
025749,31DEC2012,2012,0000890564,4,C
025774,31DEC2000,2000,0000867374,2,C
025774,31DEC2003,2003,0000867374,3,C
025774,31DEC2005,2005,0000867374,3,C
025774,31DEC2012,2012,0000867374,2,N
025783,31DEC1998,1998,0000890801,2,I
025783,31DEC2006,2006,0000890801,2,I
025783,31DEC2008,2008,0000890801,3,I
025789,31DEC1997,1997,0000885988,2,I
025789,31DEC2007,2007,0000885988,3,C
025799,30SEP2000,2000,0000098544,2,C
025807,29FEB2004,2003,0000857323,2,N
025844,31DEC1997,1997,0000754516,2,C
025844,31DEC2004,2004,0000754516,1,C
025848,31MAR2007,2006,0000887730,3,N
025859,31DEC2003,2003,0000891178,3,I
025859,31DEC2004,2004,0000891178,3,I
025859,31DEC2005,2005,0000891178,3,I
025880,30APR2002,2001,0000891024,3,C
025880,30APR2004,2003,0000891024,5,C
025915,31DEC2011,2011,0000892482,3,C
025918,30SEP2000,2000,0000890923,3,C
025921,31DEC1999,1999,0000887637,2,C
025921,31DEC2000,2000,0000887637,3,C
025929,30SEP1997,1997,0000889423,3,I
025929,30SEP2001,2001,0000889423,3,I
025937,31DEC2009,2009,0000886163,2,C
025944,31DEC2002,2002,0000875570,2,I
025944,31DEC2003,2003,0000875570,3,C
025956,31DEC1996,1996,0000869295,2,C
025964,31DEC1997,1997,0000892553,2,C
025964,31DEC1998,1998,0000892553,3,C
025964,31DEC1999,1999,0000892553,3,I
025972,30SEP1998,1998,0000890634,2,N
025976,31DEC1997,1997,0000797448,5,C
025976,31DEC2001,2001,0000797448,2,C
025976,31DEC2003,2003,0000797448,3,C
025978,31DEC1996,1996,0000887969,2,C
025979,31DEC2000,2000,0000891532,3,C
025979,31DEC2001,2001,0000891532,3,C
025979,31DEC2011,2011,0000891532,3,C
025980,31OCT2006,2006,0000718789,2,C
026004,31DEC1997,1997,0000776325,2,C
026004,31DEC1998,1998,0000776325,2,I
026008,31DEC1998,1998,0000892793,2,I
026008,31DEC1999,1999,0000892793,2,I
026011,31MAR1997,1996,0000859014,3,N
026011,31MAR2000,1999,0000859014,2,C
026012,31MAR2005,2004,0000849547,3,C
026013,31DEC1999,1999,0000893538,2,I
026021,31DEC2005,2005,0000859598,2,I
026023,31DEC1997,1997,0000892604,3,C
026044,31OCT2001,2001,0000893965,2,I
026044,31OCT2004,2004,0000893965,5,I
026045,31DEC2006,2006,0000875657,3,I
026045,31DEC2007,2007,0000875657,2,C
026061,31DEC2000,2000,0000891103,5,C
026061,31DEC2002,2002,0000891103,5,C
026061,31DEC2005,2005,0000891103,2,N
026064,30JUN1999,1999,0000879465,1,N
026189,31MAR2008,2007,0001004530,1,N
026523,31DEC2002,2002,0000099047,2,C
026539,31DEC2005,2005,0000918608,1,N
026539,31DEC2008,2008,0000918608,2,N
026539,31DEC2009,2009,0000918608,3,I
026539,31DEC2010,2010,0000918608,1,N
026539,31DEC2012,2012,0000918608,2,N
026557,31DEC2004,2004,0000893816,3,C
026557,31DEC2005,2005,0000893816,3,C
026852,31MAR2001,2000,0000911577,2,C
026900,31OCT2007,2007,0000019149,1,C
027747,31DEC1997,1997,0000865231,2,C
027786,31DEC2011,2011,0000895126,2,N
027788,31DEC1999,1999,0000895021,1,C
027794,30JUN2012,2012,0000895419,3,C
027823,31DEC2012,2012,0000784199,2,C
027842,31DEC2001,2001,0000895385,3,C
027845,31DEC2000,2000,0000884629,2,I
027845,31DEC2006,2006,0000884629,4,I
027845,31DEC2012,2012,0001578845,3,I
027903,31DEC2001,2001,0000850519,2,C
027913,31DEC2002,2002,0000895665,2,C
027921,31DEC2000,2000,0000892832,2,C
027925,31DEC2005,2005,0000896841,3,I
027925,31DEC2006,2006,0000896841,3,C
027928,31JUL1999,1999,0000896878,3,I
027928,31JUL2000,2000,0000896878,2,N
027928,31JUL2007,2007,0000896878,3,C
027928,31JUL2008,2008,0000896878,3,N
027957,31DEC1997,1997,0000896265,3,C
027960,31DEC2008,2008,0000897077,3,C
027960,31DEC2009,2009,0000897077,3,C
027965,31MAR2001,2000,0000827054,1,N
027965,31MAR2011,2010,0000827054,3,I
027965,31MAR2013,2012,0000827054,3,I
027980,31DEC2007,2007,0000895655,3,I
027980,31DEC2012,2012,0000895655,3,N
028020,31DEC1999,1999,0000895651,3,C
028027,31DEC2004,2004,0000897448,2,C
028078,30JUN2005,2005,0000894743,2,C
028139,30SEP1997,1997,0000897723,2,C
028139,30SEP1999,1999,0000897723,2,I
028139,30SEP2002,2002,0000897723,5,I
028169,31DEC2006,2006,0000943003,2,N
028169,31DEC2008,2008,0000943003,2,N
028169,31DEC2010,2010,0000943003,2,N
028176,31DEC2008,2008,0000896622,3,N
028180,31DEC1998,1998,0000898173,3,C
028180,31DEC2008,2008,0000898173,3,C
028184,31DEC2004,2004,0000847555,2,C
028190,30JUN1999,1999,,2,C
028194,31DEC2011,2011,0001122976,3,C
028195,31AUG2007,2007,0000898293,2,C
028250,31DEC1998,1998,0000894972,2,C
028262,31DEC2003,2003,0000900391,2,N
028272,31DEC2006,2006,0000901832,1,N
028272,31DEC2007,2007,0000901832,2,N
028272,31DEC2012,2012,0000901832,1,N
028277,31DEC1997,1997,0000898015,2,C
028295,31DEC2012,2012,0000899751,3,I
028303,31JAN2004,2003,0000900349,2,C
028303,31JAN2006,2005,0000900349,3,C
028316,31DEC1998,1998,0000884719,2,C
028316,31DEC2001,2001,0000884719,3,C
028380,31DEC2006,2006,0000884624,5,I
028435,31DEC2000,2000,0000900708,3,C
028435,31DEC2004,2004,0000900708,3,C
028477,31DEC2008,2008,0000354908,3,N
028477,31DEC2010,2010,0000354908,3,C
028477,31DEC2012,2012,0000354908,2,N
028489,31DEC1999,1999,0000904362,2,C
028494,31DEC1997,1997,0000895659,2,N
028543,31DEC1997,1997,0000904978,3,C
028556,31DEC1997,1997,0000864264,2,C
028564,31DEC2008,2008,0000904080,3,C
028603,31DEC1996,1996,0000906525,2,C
028603,31DEC1997,1997,0000906525,2,I
028603,31DEC1998,1998,0000906525,2,C
028630,31DEC1998,1998,0000906605,3,C
028641,30SEP2000,2000,0000906193,3,C
028648,31JAN1997,1996,0000863157,2,N
028669,31DEC1996,1996,0000906419,3,I
028675,31DEC2000,2000,0000909724,2,C
028678,31DEC2000,2000,0000907687,2,C
028699,31DEC1997,1997,0000906337,2,I
028699,31DEC2004,2004,0000906337,3,C
028704,31DEC2012,2012,0000907242,4,C
028712,31DEC1998,1998,0000908598,2,C
028717,31DEC1996,1996,0000903651,3,N
028742,31DEC1999,1999,0000908255,2,C
028742,31DEC2005,2005,0000908255,3,C
028749,31DEC2011,2011,0000891482,3,C
028749,31DEC2012,2012,0000891482,2,C
028758,31DEC2001,2001,0000869570,1,I
028765,31DEC2000,2000,0000908652,3,C
028775,30SEP2010,2010,0000854398,2,C
028787,31DEC2000,2000,0000908254,3,C
028806,30SEP2012,2012,0000879407,3,N
028816,30JUN1996,1996,0000909278,3,I
028817,31DEC2000,2000,0000896157,2,C
028819,31DEC2009,2009,0000846913,2,C
028844,31DEC2003,2003,0000910631,2,C
028877,30SEP2006,2006,0000909954,4,C
028877,30SEP2010,2010,0000909954,3,C
028877,30SEP2011,2011,0000909954,2,C
028881,31DEC2000,2000,0000909793,2,N
028907,31JAN1998,1997,0000824435,2,C
028917,31DEC2001,2001,0000910619,2,C
028924,30APR2010,2009,0000890491,3,I
028933,31DEC1997,1997,0000909950,3,C
028938,31DEC1998,1998,0000909791,2,C
028940,31DEC1999,1999,0000913142,2,N
028949,31DEC1996,1996,0000908612,3,C
028958,30JUN1998,1998,0000911115,2,C
029011,31DEC2004,2004,0000906553,3,C
029021,31JAN1998,1997,0000911626,2,C
029038,31DEC1998,1998,0001072881,2,N
029073,31DEC1997,1997,0000884637,2,C
029074,31MAR2005,2004,0000906282,2,C
029075,31DEC1998,1998,0000911673,3,C
029077,31DEC1996,1996,0000912034,3,C
029081,31DEC1997,1997,0000909725,5,C
029085,31OCT2004,2004,0000893162,3,I
029098,31DEC2001,2001,0000911359,2,C
029108,31DEC2004,2004,0000889900,2,C
029127,31DEC2000,2000,0000879169,2,C
029133,31DEC2002,2002,0000780571,3,I
029135,31DEC2008,2008,0001279495,2,C
029135,31DEC2009,2009,0001279495,2,N
029143,31DEC2007,2007,0000912145,3,C
029152,30JUN1997,1997,0000912842,2,I
029156,31DEC1998,1998,0000912767,3,I
029167,31DEC1999,1999,0000901611,2,C
029169,31DEC1997,1997,0000912264,2,I
029170,31DEC1999,1999,0000912607,2,I
029173,31DEC2001,2001,0000912750,2,C
029173,31DEC2002,2002,0000912750,1,C
029173,31DEC2004,2004,0000912750,3,C
029217,31AUG1997,1997,0000912603,2,C
029236,31DEC1996,1996,0000912548,2,C
029241,30JUN1998,1998,0000912093,3,C
029241,30JUN2000,2000,0000912093,5,C
029241,30JUN2001,2001,0000912093,5,C
029241,30JUN2006,2006,0000912093,2,I
029241,30JUN2008,2008,0000912093,2,I
029250,31DEC2005,2005,0000912241,2,C
029264,31JAN2007,2006,0000912263,5,C
029264,31JAN2011,2010,0000912263,3,C
029268,31DEC1996,1996,0000912833,2,C
029268,31DEC2003,2003,0000912833,3,C
029318,31DEC1996,1996,0000904255,2,C
029339,31DEC2002,2002,0000888793,2,C
029343,31DEC2010,2010,0000906779,3,N
029345,31DEC1997,1997,0000895812,2,N
029345,31DEC2004,2004,0000895812,5,C
029347,31DEC1998,1998,0000912899,2,C
029347,31DEC1999,1999,0000912899,2,N
029353,31AUG2000,2000,0000914024,3,I
029353,31AUG2002,2002,0000914024,3,C
029356,31DEC1999,1999,0001084408,2,C
029356,31DEC2003,2003,0001084408,2,I
029356,31DEC2004,2004,0001084408,2,I
029374,31DEC1998,1998,0000883741,2,C
029381,31MAR2001,2000,0000913949,2,I
029382,31DEC2006,2006,0000913241,3,C
029386,31DEC2003,2003,0000913885,3,N
029386,31DEC2008,2008,0000913885,5,C
029392,31DEC1999,1999,0000915389,2,N
029392,31DEC2000,2000,0000915389,3,I
029392,31DEC2011,2011,0000915389,2,N
029392,31DEC2012,2012,0000915389,5,C
029433,31MAR2006,2005,0000911650,3,C
029433,31MAR2013,2012,0000911650,3,C
029436,31DEC1999,1999,0000914027,2,C
029459,31DEC1998,1998,0000854093,2,N
029511,31DEC1998,1998,0000912513,2,N
029609,30JUN1998,1998,0000910406,2,I
029609,30JUN1999,1999,0000910406,3,C
029609,30JUN2003,2003,0000910406,2,C
029609,30JUN2006,2006,0000910406,2,C
029609,30JUN2008,2008,0000910406,2,C
029612,30JUN2000,2000,0000865941,3,C
029621,31JUL2000,2000,0000914712,3,C
029634,30SEP2012,2012,0000915324,2,C
029642,30JUN1999,1999,0000914923,5,C
029647,31DEC2007,2007,0000914536,4,C
029661,30SEP2004,2004,0000916238,3,C
029733,31DEC1997,1997,0000916076,2,C
029741,31DEC2008,2008,0000915909,3,C
029806,31OCT1998,1998,0000917692,3,C
029830,30SEP2011,2011,0000230498,2,C
029849,31DEC1997,1997,0000913340,1,N
029870,31DEC2011,2011,0000917470,3,C
029886,31MAR2004,2003,0000866535,2,C
029900,31DEC2001,2001,0000918581,2,C
029900,31DEC2003,2003,0000918581,3,C
029900,31DEC2004,2004,0000918581,3,I
029921,31DEC2007,2007,0000917523,3,N
029921,31DEC2008,2008,0000917523,4,N
029921,31DEC2012,2012,0000917523,2,C
029942,30SEP2010,2010,0001029506,3,C
029955,31DEC2011,2011,0000885590,3,I
029955,31DEC2012,2012,0000885590,2,I
030029,31DEC2007,2007,0000870753,1,C
030059,31JAN2001,2000,0000919012,3,C
030095,31DEC1999,1999,0000919623,3,N
030098,31DEC2005,2005,0000916459,3,I
030102,31DEC1998,1998,0000920231,2,C
030107,31DEC1998,1998,0000919563,2,C
030113,31DEC1997,1997,0000799208,3,C
030137,31DEC2005,2005,0000906709,1,N
030169,31MAR1998,1997,0000918964,3,C
030203,31DEC1998,1998,0000921146,2,C
030205,31DEC1998,1998,0000892160,2,C
030255,31DEC1999,1999,0000890465,2,C
030259,31DEC2003,2003,0000921738,3,C
030259,31DEC2005,2005,0000921738,3,C
030310,31MAR1999,1998,0000921500,2,C
030436,31DEC2012,2012,0000925261,3,N
030443,31DEC2004,2004,0001047340,3,C
030477,30SEP2002,2002,0000063296,3,C
030534,31DEC1997,1997,0000922503,2,C
030540,31AUG2007,2007,0000922204,2,I
030612,31DEC2008,2008,0000896262,4,I
030644,31DEC2001,2001,0000846815,3,C
030649,31DEC2000,2000,0000919013,1,C
030660,30JUN1999,1999,0000914066,3,C
030671,31DEC2003,2003,0000861884,3,C
030671,31DEC2006,2006,0000861884,3,I
030671,31DEC2008,2008,0000861884,3,C
030697,30JUN1998,1998,0000002135,3,N
030697,30JUN1999,1999,0000002135,3,C
030697,30JUN2002,2002,0000002135,3,I
030697,30JUN2005,2005,0000002135,4,N
030697,30JUN2008,2008,0000002135,4,N
030710,31DEC1998,1998,0000928421,2,C
030710,31DEC2001,2001,0000928421,5,C
030720,31DEC1998,1998,0000916230,3,I
030747,31DEC2004,2004,0000929058,2,N
030747,31DEC2009,2009,0000929058,2,N
030751,31DEC1998,1998,0000923571,2,C
030760,30JUN1997,1997,0000927133,3,C
030760,30JUN2003,2003,0000927133,2,C
030862,31OCT1998,1998,0000921046,3,C
030877,31DEC2006,2006,0000928658,3,C
030891,31DEC2003,2003,0000311046,3,C
030914,31DEC1997,1997,0000924374,3,C
030914,31DEC1998,1998,0000924374,3,C
030925,31DEC1998,1998,0000809246,2,C
030946,30JUN1999,1999,0000774695,2,I
030974,30JUN1998,1998,0000921563,3,I
031097,31MAR1998,1997,0000878543,2,C
031122,31AUG2008,2008,0000929887,2,N
031142,31DEC1999,1999,0000932787,2,N
031142,31DEC2003,2003,0000932787,3,I
031142,31DEC2008,2008,0000932787,3,C
031143,31DEC2007,2007,0000931784,2,N
031144,31DEC2006,2006,0000932112,2,C
031147,31DEC1998,1998,0000932111,2,C
031166,31DEC1998,1998,0000929987,2,N
031166,31DEC1999,1999,0000929987,2,I
031168,31DEC2001,2001,0000932064,3,C
031193,31DEC2000,2000,,1,N
031193,31DEC2001,2001,,2,N
031193,31DEC2005,2005,,3,C
031194,31MAR1998,1997,0000932279,3,C
031203,31DEC2010,2010,0000931948,2,N
031203,31DEC2011,2011,0000931948,2,N
031255,31DEC2008,2008,0000928876,3,C
031366,31DEC2003,2003,0001012127,1,N
031379,31DEC1999,1999,0000899444,3,C
031453,31DEC2006,2006,0000932696,2,C
031453,31DEC2008,2008,0000932696,2,I
031456,31DEC2008,2008,0000930686,2,N
031467,31MAR2002,2001,0000887403,2,N
031477,30SEP2006,2006,0000933974,3,C
031488,30SEP2005,2005,0000854701,3,C
031512,31DEC1997,1997,0000931581,3,C
031512,31DEC1998,1998,0000931581,2,I
031519,31DEC2006,2006,0001264089,2,C
031519,31DEC2007,2007,0001264089,2,C
031519,31DEC2012,2012,0001264089,2,N
031528,30JUN2000,2000,0000929546,1,C
031530,30JUN2000,2000,0000824225,2,C
031549,31DEC2004,2004,0001000736,5,C
031564,30SEP2006,2006,0000935036,3,C
031564,31DEC2012,2012,0000935036,3,I
031578,31DEC1998,1998,0000935493,2,C
031591,31DEC2000,2000,0000933452,2,C
031594,31DEC1999,1999,0000922868,2,C
031661,31DEC2000,2000,0000937971,3,C
031722,31DEC1998,1998,0000936734,2,C
031843,31DEC2006,2006,0000851310,2,C
031843,31DEC2007,2007,0000851310,2,C
031843,31DEC2009,2009,0000851310,2,C
031843,31DEC2010,2010,0000851310,2,C
031846,31MAY2008,2007,0000940944,5,C
031849,31JAN2005,2004,0000940510,2,N
031854,31DEC1997,1997,0000943894,2,C
031854,31DEC2001,2001,0000943894,3,C
031881,31DEC1999,1999,0000914329,3,C
031888,31DEC2001,2001,0001021810,2,C
060798,31DEC1998,1998,0000903267,3,C
060798,31DEC2001,2001,0000903267,2,C
060800,31DEC1998,1998,0000912752,3,C
060817,31DEC1997,1997,0000943581,2,C
060822,31JUL1998,1998,,2,C
060825,31DEC1999,1999,0000847468,2,C
060846,31DEC2008,2008,0000944739,3,C
060875,31DEC1997,1997,0000767673,3,I
060881,31DEC1999,1999,0000940716,3,C
060887,31DEC2001,2001,0000945235,3,I
060887,31DEC2007,2007,0000945235,5,I
060888,31DEC1997,1997,0000746210,2,C
060888,31DEC2012,2012,0000746210,2,C
060894,31DEC2009,2009,0000941548,3,N
060901,31DEC2000,2000,0000945093,2,C
060950,31DEC2003,2003,0000880321,3,C
060951,30JUN1998,1998,0000943318,2,C
060969,31DEC2002,2002,0000859360,2,C
060979,31DEC2006,2006,0000943452,3,C
060979,31DEC2008,2008,0000943452,3,C
060992,31DEC2009,2009,0000945436,2,C
060992,31DEC2010,2010,0000945436,2,C
061077,31DEC2010,2010,0000944480,3,C
061086,31DEC1999,1999,0000946154,1,N
061121,31DEC2006,2006,0000946842,2,I
061122,30SEP2002,2002,0000928465,3,C
061179,31DEC2004,2004,0000930420,3,C
061179,31DEC2006,2006,0000930420,2,C
061180,31DEC1998,1998,0000947549,2,C
061181,31DEC2005,2005,0000917520,4,C
061181,31DEC2006,2006,0000917520,4,C
061181,31DEC2007,2007,0000917520,4,C
061181,31DEC2008,2008,0000917520,3,C
061212,31DEC2000,2000,0000946815,3,C
061242,31DEC1998,1998,0000918275,3,C
061285,31DEC2007,2007,0000946454,2,C
061314,31MAY1998,1997,0000790023,2,C
061320,30SEP1998,1998,0000769879,2,C
061321,31DEC2005,2005,0000948708,4,C
061321,31DEC2007,2007,0000948708,4,I
061321,31DEC2008,2008,0000948708,3,C
061338,31DEC2000,2000,0000920321,3,C
061338,31DEC2007,2007,0000920321,3,I
061350,31DEC2004,2004,0000949158,2,C
061350,31DEC2012,2012,0000949158,1,C
061355,30JUN2000,2000,0000949341,5,C
061355,30JUN2004,2004,0000949341,3,N
061355,30JUN2005,2005,0000949341,2,N
061355,30JUN2007,2007,0000949341,3,C
061396,31DEC2003,2003,0000907410,5,C
061398,30JUN2005,2005,0000943580,3,C
061413,31DEC1998,1998,0000949061,3,C
061418,30SEP2008,2008,0000935419,3,I
061439,31DEC2001,2001,0000873044,2,C
061439,31DEC2006,2006,0000873044,1,C
061446,31DEC1998,1998,0000948308,3,C
061481,30JUN1999,1999,0000764960,3,C
061489,31DEC1998,1998,0001037949,2,C
061489,31DEC2000,2000,0001037949,5,C
061490,31DEC2009,2009,0000944809,2,I
061490,31DEC2012,2012,0000944809,3,N
061494,31DEC2007,2007,0001000228,3,N
061508,31DEC1999,1999,0001001425,2,C
061513,31DEC2006,2006,0001000180,3,C
061523,31DEC2006,2006,0000863650,4,C
061557,31DEC2008,2008,0001002225,2,C
061560,30SEP2001,2001,0001002663,1,C
061562,31DEC2001,2001,0000927003,1,C
061570,31DEC2003,2003,0001001916,2,C
061570,31DEC2006,2006,0001001916,3,C
061600,30JUN2008,2008,0000799729,3,C
061610,31DEC2003,2003,0001133872,2,C
061616,31DEC2003,2003,0001002242,1,N
061616,31DEC2008,2008,0001002242,2,N
061646,31MAR2000,1999,0001002135,2,C
061655,31DEC2000,2000,0001000694,2,C
061656,31DEC2010,2010,0001002388,3,C
061676,31DEC2001,2001,0000877890,2,N
061685,30SEP2006,2006,0001002517,3,I
061685,30SEP2009,2009,0001002517,2,I
061685,30SEP2012,2012,0001002517,2,I
061703,30JUN2011,2011,0001002811,2,I
061706,31DEC2004,2004,0001003113,3,C
061712,31DEC1998,1998,0001000683,2,C
061712,31DEC2012,2012,0001000683,2,C
061719,31DEC2004,2004,0001001917,3,C
061725,31DEC2007,2007,0001002531,2,C
061732,31AUG2006,2006,0001003078,3,I
061737,31DEC2003,2003,0001003022,3,C
061737,31DEC2008,2008,0001003022,1,N
061763,30JUN2007,2007,0000095052,2,N
061766,30JUN1999,1999,0001001907,3,C
061870,30JUN2003,2003,0001002638,3,C
061870,30JUN2004,2004,0001002638,3,C
061870,30JUN2007,2007,0001002638,2,I
061870,30JUN2009,2009,0001002638,2,I
061870,30JUN2010,2010,0001002638,2,I
061988,31JAN2002,2001,0000769874,3,C
062057,31DEC2011,2011,0001034760,2,C
062057,31DEC2012,2012,0001034760,3,C
062070,31DEC2004,2004,0001003472,3,C
062088,31MAR2006,2005,0000847383,1,C
062093,31JAN2000,1999,0000943605,2,C
062093,31JAN2002,2001,0000943605,3,C
062137,31DEC1998,1998,0001004232,2,C
062167,31DEC2000,2000,0001005230,1,N
062169,31MAY2010,2009,0001005286,2,N
062236,31DEC2008,2008,0000896778,2,N
062261,31DEC2001,2001,0000923282,5,C
062263,31JUL2001,2001,0000899866,2,C
062266,31DEC2010,2010,0001005757,2,C
062266,31DEC2012,2012,0001005757,2,N
062280,31AUG1998,1998,0001003934,2,C
062280,31AUG1999,1999,0001003934,2,C
062313,31MAR2006,2005,0000912890,3,C
062330,31DEC1998,1998,0000949373,2,C
062336,31DEC2001,2001,0000849778,1,C
062336,31DEC2004,2004,0000849778,3,C
062336,31DEC2005,2005,0000849778,2,C
062337,31DEC2006,2006,0001203464,2,N
062337,31DEC2009,2009,0001203464,2,N
062337,31DEC2012,2012,0001203464,2,N
062338,30SEP1998,1998,0001005291,2,I
062344,31DEC2007,2007,0001000300,2,N
062344,31DEC2008,2008,0001000300,2,N
062382,31DEC1999,1999,0000919722,2,I
062388,31DEC2004,2004,0001094808,2,C
062391,31DEC1999,1999,0001102541,2,C
062391,31DEC2000,2000,0001102541,3,C
062391,31DEC2002,2002,0001102541,4,C
062391,31DEC2010,2010,0001102541,3,C
062395,31DEC1999,1999,0000944763,2,N
062396,31JUL2002,2002,0001005731,3,C
062396,31JUL2006,2006,0001005731,1,N
062399,31DEC2001,2001,0001006892,3,C
062399,31DEC2006,2006,0001006892,3,C
062399,31DEC2010,2010,0001006892,3,C
062494,31DEC1998,1998,0001007330,3,I
062505,31DEC1998,1998,0001006027,2,C
062511,31DEC1998,1998,0000894572,2,N
062515,30JUN1999,1999,0000898172,3,C
062550,31JUL1999,1999,0001007992,2,C
062553,31OCT2008,2008,0001000230,3,C
062571,30APR1999,1998,0000849433,2,C
062599,30SEP2000,2000,0001006240,2,N
062602,31DEC1998,1998,0001008817,2,C
062602,31DEC2000,2000,0001008817,2,I
062634,31DEC2001,2001,0001011006,1,N
062634,31DEC2002,2002,0001011006,3,I
062634,31DEC2003,2003,0001011006,3,I
062634,31DEC2004,2004,0001011006,3,N
062650,31DEC1998,1998,0001006030,3,C
062655,31DEC1998,1998,0000931336,2,C
062655,31DEC1999,1999,0000931336,3,N
062655,31DEC2004,2004,0000931336,4,N
062655,31DEC2009,2009,0000931336,4,N
062666,31JAN2012,2011,0001008586,3,C
062666,31JAN2013,2012,0001008586,4,C
062712,31DEC2000,2000,0001009304,5,I
062723,31DEC2006,2006,0000909494,2,C
062730,31DEC2001,2001,0001010552,3,C
062730,31DEC2007,2007,0001010552,3,I
062732,31DEC1998,1998,0001010612,2,C
062732,31DEC2010,2010,0001010612,3,C
062745,31DEC2000,2000,0001009829,2,C
062745,31DEC2002,2002,0001009829,2,C
062745,31DEC2006,2006,0001009829,3,C
062756,31DEC2002,2002,0001006264,2,C
062756,31DEC2003,2003,0001006264,2,C
062784,31DEC1999,1999,0001002637,2,C
062784,31DEC2002,2002,0001002637,2,C
062809,31DEC2001,2001,0000880259,2,C
062823,31DEC2003,2003,0000887936,3,C
062823,31DEC2006,2006,0000887936,3,C
062836,31DEC1998,1998,0000927417,3,I
062859,31DEC2000,2000,0001011451,3,C
062897,31DEC2000,2000,0001008654,3,N
062922,31DEC1998,1998,0001011290,3,C
062954,30JUN2001,2001,0000882873,3,C
062967,31DEC1999,1999,0001011064,2,C
062967,31DEC2003,2003,0001011064,3,I
062977,31DEC2005,2005,0001009356,2,C
062977,31DEC2011,2011,0001009356,2,C
062990,31DEC2008,2008,0000913077,2,N
063018,31DEC2006,2006,0000886530,5,C
063023,31DEC1999,1999,0000919943,3,C
063023,31DEC2000,2000,0000919943,3,C
063026,30JUN2005,2005,0000774937,3,C
063057,30APR2010,2009,0000880562,2,I
063080,31DEC2000,2000,0001013462,2,C
063080,31DEC2006,2006,0001013462,5,C
063080,31DEC2008,2008,0001013462,3,C
063083,31DEC2010,2010,0001013606,2,C
063099,31DEC2000,2000,0000920448,3,C
063102,31MAR1999,1998,0001012393,2,I
063123,31DEC2001,2001,0001012620,3,I
063123,31DEC2002,2002,0001012620,3,C
063123,31DEC2008,2008,0001012620,3,I
063123,31DEC2012,2012,0001012620,4,C
063138,31DEC2007,2007,0001014111,3,C
063154,31DEC2003,2003,0001013786,3,C
063169,31DEC2005,2005,0001016118,1,N
063169,31DEC2006,2006,0001016118,3,C
063172,31AUG2006,2006,0001013237,3,N
063186,31DEC2007,2007,0001015820,3,C
063186,31DEC2009,2009,0001015820,3,I
063186,31DEC2011,2011,0001015820,3,I
063194,31DEC1999,1999,0001015577,1,C
063196,31DEC2005,2005,0001047202,2,N
063281,31OCT2004,2004,0000865917,3,I
063290,31DEC2010,2010,0001013857,2,C
063324,31DEC2001,2001,0001014955,3,C
063412,31DEC2012,2012,0001016837,1,N
063417,31DEC2006,2006,0001013880,3,C
063422,31DEC2000,2000,0001090425,2,C
063422,31DEC2001,2001,0001090425,2,C
063422,31DEC2005,2005,0001090425,3,C
063422,31DEC2008,2008,0001090425,5,C
063424,31DEC2000,2000,0000911583,3,I
063451,31DEC1999,1999,0001014960,3,C
063470,30JUN2004,2004,0001017526,2,N
063483,31DEC1999,1999,0001016177,2,C
063527,31DEC2003,2003,0000861878,3,N
063527,31DEC2004,2004,0000861878,3,N
063559,31OCT2004,2004,0001019779,3,C
063572,30JUN2000,2000,0000947661,2,C
063605,31DEC1999,1999,0000916457,2,C
063605,31DEC2000,2000,0000916457,3,C
063606,31DEC2001,2001,0001016831,1,N
063650,31DEC2012,2012,0000831547,1,I
063662,31DEC2000,2000,,3,N
063667,31DEC2001,2001,0001017968,1,N
063667,31DEC2007,2007,0001017968,3,I
063667,31DEC2009,2009,0001017968,2,C
063667,31DEC2010,2010,0001017968,3,C
063669,31DEC2003,2003,0001017008,3,C
063679,31DEC2002,2002,0001011737,3,C
063708,30JUN1999,1999,0001017673,3,C
063724,31DEC2004,2004,0001019737,2,C
063724,31DEC2005,2005,0001019737,2,C
063724,31DEC2006,2006,0001019737,2,N
063724,31DEC2007,2007,0001019737,3,C
063742,31DEC2001,2001,0001019756,3,C
063758,31DEC2007,2007,0001018833,3,C
063766,31DEC2000,2000,0001020265,2,C
063789,31DEC2001,2001,0001019695,2,C
063825,31DEC1999,1999,0000945771,2,C
063848,31DEC1999,1999,0000909990,3,C
063857,31DEC2004,2004,0001015923,2,I
063866,31DEC2007,2007,0000912183,2,N
063866,31DEC2009,2009,0000912183,2,N
063876,31MAR2011,2010,0001021162,3,C
063892,31DEC2000,2000,0001021860,3,N
063892,31DEC2002,2002,0001021860,3,I
063892,31DEC2003,2003,0001021860,2,I
063892,31DEC2005,2005,0001021860,5,I
063892,31DEC2007,2007,0001021860,1,N
063892,31DEC2008,2008,0001021860,3,I
063892,31DEC2011,2011,0001021860,2,N
